loan_sequence_number,grade,grade_pd_longrun,grade_pd_final
F15Q10305425,C,0.0015,0.002
F15Q10305428,C,0.0015,0.002
F15Q10305446,A,0.0005,0.0008
F15Q10305476,B,0.0012,0.0016
F15Q10305500,C,0.0015,0.002
F15Q10305509,E,0.006,0.0069
F15Q10305558,C,0.0015,0.002
F15Q10305598,G,0.0129,0.0143
F15Q10305635,E,0.006,0.0069
F15Q10305640,D,0.0025,0.0031
F15Q10305666,F,0.0098,0.011
F15Q10305700,H,0.0236,0.0267
F15Q10305702,A,0.0005,0.0008
F15Q10305711,D,0.0025,0.0031
F15Q10305732,G,0.0129,0.0143
F15Q10305755,E,0.006,0.0069
F15Q10305767,F,0.0098,0.011
F15Q10305768,A,0.0005,0.0008
F15Q10305770,G,0.0129,0.0143
F15Q10305822,A,0.0005,0.0008
F15Q10305858,C,0.0015,0.002
F15Q10305889,G,0.0129,0.0143
F15Q10305916,B,0.0012,0.0016
F15Q10305923,F,0.0098,0.011
F15Q10305940,D,0.0025,0.0031
F15Q10305989,D,0.0025,0.0031
F15Q10306018,C,0.0015,0.002
F15Q10306038,A,0.0005,0.0008
F15Q10306048,E,0.006,0.0069
F15Q10306051,B,0.0012,0.0016
F15Q10306056,C,0.0015,0.002
F15Q10306070,B,0.0012,0.0016
F15Q10306087,B,0.0012,0.0016
F15Q10306095,F,0.0098,0.011
F15Q10306100,B,0.0012,0.0016
F15Q10306117,G,0.0129,0.0143
F15Q10306130,A,0.0005,0.0008
F15Q10306194,C,0.0015,0.002
F15Q10306198,A,0.0005,0.0008
F15Q10306207,H,0.0236,0.0267
F15Q10306250,D,0.0025,0.0031
F15Q10306284,G,0.0129,0.0143
F15Q10306295,H,0.0236,0.0267
F15Q10306373,D,0.0025,0.0031
F15Q10306383,B,0.0012,0.0016
F15Q10306442,E,0.006,0.0069
F15Q10306443,C,0.0015,0.002
F15Q10306454,C,0.0015,0.002
F15Q10306467,A,0.0005,0.0008
F15Q10306489,A,0.0005,0.0008
F15Q10306509,B,0.0012,0.0016
F15Q10306512,B,0.0012,0.0016
F15Q10306519,D,0.0025,0.0031
F15Q10306637,C,0.0015,0.002
F15Q10306645,C,0.0015,0.002
F15Q10306655,D,0.0025,0.0031
F15Q10306684,D,0.0025,0.0031
F15Q10306689,D,0.0025,0.0031
F15Q10306696,F,0.0098,0.011
F15Q10306751,G,0.0129,0.0143
F15Q10306823,F,0.0098,0.011
F15Q10306830,C,0.0015,0.002
F15Q10306847,A,0.0005,0.0008
F15Q10306916,A,0.0005,0.0008
F15Q10306924,E,0.006,0.0069
F15Q10306928,F,0.0098,0.011
F15Q10306929,E,0.006,0.0069
F15Q10306976,F,0.0098,0.011
F15Q10306999,F,0.0098,0.011
F15Q10307014,H,0.0236,0.0267
F15Q10307052,D,0.0025,0.0031
F15Q10307070,F,0.0098,0.011
F15Q10307082,D,0.0025,0.0031
F15Q10307108,D,0.0025,0.0031
F15Q10307147,A,0.0005,0.0008
F15Q10307225,H,0.0236,0.0267
F15Q10307276,D,0.0025,0.0031
F15Q10307278,G,0.0129,0.0143
F15Q10307339,A,0.0005,0.0008
F15Q10307348,C,0.0015,0.002
F15Q10307358,A,0.0005,0.0008
F15Q10307360,A,0.0005,0.0008
F15Q10307373,A,0.0005,0.0008
F15Q10307386,B,0.0012,0.0016
F15Q10307390,A,0.0005,0.0008
F15Q10307410,B,0.0012,0.0016
F15Q10307441,A,0.0005,0.0008
F15Q10307465,C,0.0015,0.002
F15Q10307492,E,0.006,0.0069
F15Q10307545,D,0.0025,0.0031
F15Q10307559,A,0.0005,0.0008
F15Q10307596,B,0.0012,0.0016
F15Q10307608,B,0.0012,0.0016
F15Q10307611,A,0.0005,0.0008
F15Q10307679,D,0.0025,0.0031
F15Q10307698,C,0.0015,0.002
F15Q10307725,F,0.0098,0.011
F15Q10307735,D,0.0025,0.0031
F15Q10307738,F,0.0098,0.011
F15Q10307743,F,0.0098,0.011
F15Q10307805,E,0.006,0.0069
F15Q10307813,C,0.0015,0.002
F15Q10307855,F,0.0098,0.011
F15Q10307856,B,0.0012,0.0016
F15Q10308074,B,0.0012,0.0016
F15Q10308084,A,0.0005,0.0008
F15Q10308159,B,0.0012,0.0016
F15Q10308184,G,0.0129,0.0143
F15Q10308201,G,0.0129,0.0143
F15Q10308228,C,0.0015,0.002
F15Q10308230,F,0.0098,0.011
F15Q10308237,D,0.0025,0.0031
F15Q10308316,D,0.0025,0.0031
F15Q10308319,A,0.0005,0.0008
F15Q10308323,A,0.0005,0.0008
F15Q10308326,A,0.0005,0.0008
F15Q10308344,E,0.006,0.0069
F15Q10308350,C,0.0015,0.002
F15Q10308355,A,0.0005,0.0008
F15Q10308388,G,0.0129,0.0143
F15Q10308462,G,0.0129,0.0143
F15Q10308516,E,0.006,0.0069
F15Q10308541,A,0.0005,0.0008
F15Q10308592,H,0.0236,0.0267
F15Q10308646,C,0.0015,0.002
F15Q10308650,B,0.0012,0.0016
F15Q10308697,C,0.0015,0.002
F15Q10308708,D,0.0025,0.0031
F15Q10308718,A,0.0005,0.0008
F15Q10308774,A,0.0005,0.0008
F15Q10308798,A,0.0005,0.0008
F15Q10308842,E,0.006,0.0069
F15Q10308916,C,0.0015,0.002
F15Q10308932,A,0.0005,0.0008
F15Q10308933,F,0.0098,0.011
F15Q10308954,A,0.0005,0.0008
F15Q10309029,B,0.0012,0.0016
F15Q10309066,F,0.0098,0.011
F15Q10309080,D,0.0025,0.0031
F15Q10309086,F,0.0098,0.011
F15Q10309102,C,0.0015,0.002
F15Q10309113,C,0.0015,0.002
F15Q10309129,F,0.0098,0.011
F15Q10309153,C,0.0015,0.002
F15Q10309156,H,0.0236,0.0267
F15Q10309165,C,0.0015,0.002
F15Q10309195,E,0.006,0.0069
F15Q10309216,D,0.0025,0.0031
F15Q10309220,G,0.0129,0.0143
F15Q10309231,D,0.0025,0.0031
F15Q10309239,B,0.0012,0.0016
F15Q10309378,E,0.006,0.0069
F15Q10309439,C,0.0015,0.002
F15Q10309517,D,0.0025,0.0031
F15Q10309524,B,0.0012,0.0016
F15Q10309535,E,0.006,0.0069
F15Q10309539,F,0.0098,0.011
F15Q10309559,B,0.0012,0.0016
F15Q10309562,B,0.0012,0.0016
F15Q10309569,G,0.0129,0.0143
F15Q10309676,D,0.0025,0.0031
F15Q10309713,B,0.0012,0.0016
F15Q10309714,A,0.0005,0.0008
F15Q10309722,C,0.0015,0.002
F15Q10309927,G,0.0129,0.0143
F15Q10309933,D,0.0025,0.0031
F15Q10309938,A,0.0005,0.0008
F15Q10309943,E,0.006,0.0069
F15Q10309962,D,0.0025,0.0031
F15Q10309999,B,0.0012,0.0016
F15Q10310003,C,0.0015,0.002
F15Q10310046,B,0.0012,0.0016
F15Q10310122,C,0.0015,0.002
F15Q10310126,C,0.0015,0.002
F15Q10310128,E,0.006,0.0069
F15Q10310153,H,0.0236,0.0267
F15Q10310164,G,0.0129,0.0143
F15Q10310174,D,0.0025,0.0031
F15Q10310177,B,0.0012,0.0016
F15Q10310209,A,0.0005,0.0008
F15Q10310211,D,0.0025,0.0031
F15Q10310238,B,0.0012,0.0016
F15Q10310239,E,0.006,0.0069
F15Q10310277,D,0.0025,0.0031
F15Q10310281,C,0.0015,0.002
F15Q10310320,A,0.0005,0.0008
F15Q10310335,C,0.0015,0.002
F15Q10310349,D,0.0025,0.0031
F15Q10310358,G,0.0129,0.0143
F15Q10310363,D,0.0025,0.0031
F15Q10310367,B,0.0012,0.0016
F15Q10310373,F,0.0098,0.011
F15Q10310397,B,0.0012,0.0016
F15Q10310401,F,0.0098,0.011
F15Q10310413,D,0.0025,0.0031
F15Q10310474,B,0.0012,0.0016
F15Q10310502,A,0.0005,0.0008
F15Q10310556,E,0.006,0.0069
F15Q10310563,B,0.0012,0.0016
F15Q10310607,D,0.0025,0.0031
F15Q10310632,B,0.0012,0.0016
F15Q10310643,E,0.006,0.0069
F15Q10310668,D,0.0025,0.0031
F15Q10310671,C,0.0015,0.002
F15Q10310703,F,0.0098,0.011
F15Q10310738,D,0.0025,0.0031
F15Q10310760,F,0.0098,0.011
F15Q10310763,B,0.0012,0.0016
F15Q10310790,B,0.0012,0.0016
F15Q10310837,C,0.0015,0.002
F15Q10310857,H,0.0236,0.0267
F15Q10310871,D,0.0025,0.0031
F15Q10310917,F,0.0098,0.011
F15Q10310936,H,0.0236,0.0267
F15Q10310958,G,0.0129,0.0143
F15Q10311003,D,0.0025,0.0031
F15Q10311009,C,0.0015,0.002
F15Q10311063,C,0.0015,0.002
F15Q10311071,A,0.0005,0.0008
F15Q10311106,C,0.0015,0.002
F15Q10311128,H,0.0236,0.0267
F15Q10311134,B,0.0012,0.0016
F15Q10311148,A,0.0005,0.0008
F15Q10311208,D,0.0025,0.0031
F15Q10311235,B,0.0012,0.0016
F15Q10311309,F,0.0098,0.011
F15Q10311345,A,0.0005,0.0008
F15Q10311391,C,0.0015,0.002
F15Q10311392,E,0.006,0.0069
F15Q10311426,D,0.0025,0.0031
F15Q10311446,C,0.0015,0.002
F15Q10311467,A,0.0005,0.0008
F15Q10311493,F,0.0098,0.011
F15Q10311504,D,0.0025,0.0031
F15Q10311525,C,0.0015,0.002
F15Q10311568,A,0.0005,0.0008
F15Q10311667,A,0.0005,0.0008
F15Q10311729,D,0.0025,0.0031
F15Q10311733,D,0.0025,0.0031
F15Q10311739,F,0.0098,0.011
F15Q10311746,B,0.0012,0.0016
F15Q10311749,D,0.0025,0.0031
F15Q10311770,A,0.0005,0.0008
F15Q10311831,B,0.0012,0.0016
F15Q10311844,B,0.0012,0.0016
F15Q10311850,F,0.0098,0.011
F15Q10311880,E,0.006,0.0069
F15Q10311881,D,0.0025,0.0031
F15Q10311911,B,0.0012,0.0016
F15Q10311919,B,0.0012,0.0016
F15Q10311942,A,0.0005,0.0008
F15Q10311943,A,0.0005,0.0008
F15Q10311965,F,0.0098,0.011
F15Q10312007,F,0.0098,0.011
F15Q10312015,B,0.0012,0.0016
F15Q10312083,D,0.0025,0.0031
F15Q10312085,H,0.0236,0.0267
F15Q10312164,D,0.0025,0.0031
F15Q10312169,G,0.0129,0.0143
F15Q10312175,H,0.0236,0.0267
F15Q10312177,C,0.0015,0.002
F15Q10312184,A,0.0005,0.0008
F15Q10312211,H,0.0236,0.0267
F15Q10312308,E,0.006,0.0069
F15Q10312395,E,0.006,0.0069
F15Q10312404,B,0.0012,0.0016
F15Q10312406,C,0.0015,0.002
F15Q10312430,B,0.0012,0.0016
F15Q10312438,D,0.0025,0.0031
F15Q10312439,A,0.0005,0.0008
F15Q10312467,F,0.0098,0.011
F15Q10312543,G,0.0129,0.0143
F15Q10312615,E,0.006,0.0069
F15Q10312647,E,0.006,0.0069
F15Q10312669,B,0.0012,0.0016
F15Q10312675,D,0.0025,0.0031
F15Q10312783,D,0.0025,0.0031
F15Q10312806,E,0.006,0.0069
F15Q10312815,F,0.0098,0.011
F15Q10312840,C,0.0015,0.002
F15Q10312908,C,0.0015,0.002
F15Q10312984,A,0.0005,0.0008
F15Q10312987,D,0.0025,0.0031
F15Q10313002,D,0.0025,0.0031
F15Q10313071,H,0.0236,0.0267
F15Q10313161,A,0.0005,0.0008
F15Q10313190,F,0.0098,0.011
F15Q10313227,E,0.006,0.0069
F15Q10313241,H,0.0236,0.0267
F15Q10313253,A,0.0005,0.0008
F15Q10313307,B,0.0012,0.0016
F15Q10313320,C,0.0015,0.002
F15Q10313342,A,0.0005,0.0008
F15Q10313395,A,0.0005,0.0008
F15Q10313398,A,0.0005,0.0008
F15Q10313503,F,0.0098,0.011
F15Q10313548,F,0.0098,0.011
F15Q10313636,G,0.0129,0.0143
F15Q10313657,F,0.0098,0.011
F15Q10313678,G,0.0129,0.0143
F15Q10313689,A,0.0005,0.0008
F15Q10313701,A,0.0005,0.0008
F15Q10313706,D,0.0025,0.0031
F15Q10313813,E,0.006,0.0069
F15Q10313856,A,0.0005,0.0008
F15Q10313869,B,0.0012,0.0016
F15Q10313900,A,0.0005,0.0008
F15Q10313958,E,0.006,0.0069
F15Q10313998,D,0.0025,0.0031
F15Q10314002,A,0.0005,0.0008
F15Q10314016,C,0.0015,0.002
F15Q10314034,B,0.0012,0.0016
F15Q10314039,G,0.0129,0.0143
F15Q10314086,C,0.0015,0.002
F15Q10314157,A,0.0005,0.0008
F15Q10314240,C,0.0015,0.002
F15Q10314325,D,0.0025,0.0031
F15Q10314367,H,0.0236,0.0267
F15Q10314395,B,0.0012,0.0016
F15Q10314408,F,0.0098,0.011
F15Q10314411,G,0.0129,0.0143
F15Q10314421,G,0.0129,0.0143
F15Q10314490,H,0.0236,0.0267
F15Q10314505,E,0.006,0.0069
F15Q10314521,B,0.0012,0.0016
F15Q10314575,B,0.0012,0.0016
F15Q10314697,F,0.0098,0.011
F15Q10314805,B,0.0012,0.0016
F15Q10314808,D,0.0025,0.0031
F15Q10314844,F,0.0098,0.011
F15Q10314846,E,0.006,0.0069
F15Q10314849,H,0.0236,0.0267
F15Q10314850,C,0.0015,0.002
F15Q10314865,F,0.0098,0.011
F15Q10314971,B,0.0012,0.0016
F15Q10315091,C,0.0015,0.002
F15Q10315169,D,0.0025,0.0031
F15Q10315175,C,0.0015,0.002
F15Q10315221,C,0.0015,0.002
F15Q10315272,C,0.0015,0.002
F15Q10315279,A,0.0005,0.0008
F15Q10315289,A,0.0005,0.0008
F15Q10315335,A,0.0005,0.0008
F15Q10315440,B,0.0012,0.0016
F15Q10315503,H,0.0236,0.0267
F15Q10315514,D,0.0025,0.0031
F15Q10315526,E,0.006,0.0069
F15Q10315550,D,0.0025,0.0031
F15Q10315560,A,0.0005,0.0008
F15Q10315565,D,0.0025,0.0031
F15Q10315577,D,0.0025,0.0031
F15Q10315618,B,0.0012,0.0016
F15Q10315656,B,0.0012,0.0016
F15Q10315674,C,0.0015,0.002
F15Q10315708,C,0.0015,0.002
F15Q10315721,H,0.0236,0.0267
F15Q10315750,C,0.0015,0.002
F15Q10315769,B,0.0012,0.0016
F15Q10315775,C,0.0015,0.002
F15Q10315809,C,0.0015,0.002
F15Q10315842,A,0.0005,0.0008
F15Q10315848,A,0.0005,0.0008
F15Q10315874,A,0.0005,0.0008
F15Q10315943,B,0.0012,0.0016
F15Q10315970,C,0.0015,0.002
F15Q10315990,B,0.0012,0.0016
F15Q10316030,C,0.0015,0.002
F15Q10316034,E,0.006,0.0069
F15Q10316037,E,0.006,0.0069
F15Q10316052,C,0.0015,0.002
F15Q10316055,C,0.0015,0.002
F15Q10316069,G,0.0129,0.0143
F15Q10316166,D,0.0025,0.0031
F15Q10316248,G,0.0129,0.0143
F15Q10316259,A,0.0005,0.0008
F15Q10316278,D,0.0025,0.0031
F15Q10316324,C,0.0015,0.002
F15Q10316328,B,0.0012,0.0016
F15Q10316406,F,0.0098,0.011
F15Q10316415,H,0.0236,0.0267
F15Q10316446,H,0.0236,0.0267
F15Q10316454,B,0.0012,0.0016
F15Q10316472,H,0.0236,0.0267
F15Q10316487,C,0.0015,0.002
F15Q10316523,E,0.006,0.0069
F15Q10316565,B,0.0012,0.0016
F15Q10316583,F,0.0098,0.011
F15Q10316596,C,0.0015,0.002
F15Q10316599,F,0.0098,0.011
F15Q10316649,G,0.0129,0.0143
F15Q10316683,B,0.0012,0.0016
F15Q10316697,C,0.0015,0.002
F15Q10316709,F,0.0098,0.011
F15Q10316713,B,0.0012,0.0016
F15Q10316735,D,0.0025,0.0031
F15Q10316755,F,0.0098,0.011
F15Q10316771,B,0.0012,0.0016
F15Q10316772,H,0.0236,0.0267
F15Q10316813,F,0.0098,0.011
F15Q10316834,A,0.0005,0.0008
F15Q10316857,A,0.0005,0.0008
F15Q10317040,D,0.0025,0.0031
F15Q10317074,H,0.0236,0.0267
F15Q10317094,C,0.0015,0.002
F15Q10317117,G,0.0129,0.0143
F15Q10317129,B,0.0012,0.0016
F15Q10317161,B,0.0012,0.0016
F15Q10317213,B,0.0012,0.0016
F15Q10317233,D,0.0025,0.0031
F15Q10317247,C,0.0015,0.002
F15Q10317279,B,0.0012,0.0016
F15Q10317390,C,0.0015,0.002
F15Q10317423,C,0.0015,0.002
F15Q10317453,A,0.0005,0.0008
F15Q10317459,D,0.0025,0.0031
F15Q10317550,E,0.006,0.0069
F15Q10317605,A,0.0005,0.0008
F15Q10317660,C,0.0015,0.002
F15Q10317664,C,0.0015,0.002
F15Q10317666,B,0.0012,0.0016
F15Q10317668,G,0.0129,0.0143
F15Q10317680,E,0.006,0.0069
F15Q10317796,C,0.0015,0.002
F15Q10317798,B,0.0012,0.0016
F15Q10317800,F,0.0098,0.011
F15Q10317823,D,0.0025,0.0031
F15Q10317864,B,0.0012,0.0016
F15Q10317918,H,0.0236,0.0267
F15Q10318042,F,0.0098,0.011
F15Q10318104,H,0.0236,0.0267
F15Q10318158,G,0.0129,0.0143
F15Q10318207,H,0.0236,0.0267
F15Q10318220,E,0.006,0.0069
F15Q10318235,E,0.006,0.0069
F15Q10318245,E,0.006,0.0069
F15Q10318280,H,0.0236,0.0267
F15Q10318295,F,0.0098,0.011
F15Q10318349,A,0.0005,0.0008
F15Q10318462,F,0.0098,0.011
F15Q10318502,C,0.0015,0.002
F15Q10318519,D,0.0025,0.0031
F15Q10318537,G,0.0129,0.0143
F15Q10318551,D,0.0025,0.0031
F15Q10318587,C,0.0015,0.002
F15Q10318635,H,0.0236,0.0267
F15Q10318640,F,0.0098,0.011
F15Q10318694,B,0.0012,0.0016
F15Q10318715,D,0.0025,0.0031
F15Q10318797,E,0.006,0.0069
F15Q10318799,E,0.006,0.0069
F15Q10318819,C,0.0015,0.002
F15Q10318848,A,0.0005,0.0008
F15Q10318852,A,0.0005,0.0008
F15Q10318922,C,0.0015,0.002
F15Q10318973,D,0.0025,0.0031
F15Q10318999,E,0.006,0.0069
F15Q10319016,B,0.0012,0.0016
F15Q10319078,E,0.006,0.0069
F15Q10319100,D,0.0025,0.0031
F15Q10319112,C,0.0015,0.002
F15Q10319167,H,0.0236,0.0267
F15Q10319206,E,0.006,0.0069
F15Q10319258,A,0.0005,0.0008
F15Q10319274,F,0.0098,0.011
F15Q10319286,E,0.006,0.0069
F15Q10319323,H,0.0236,0.0267
F15Q10319364,E,0.006,0.0069
F15Q10319374,C,0.0015,0.002
F15Q10319444,C,0.0015,0.002
F15Q10319482,H,0.0236,0.0267
F15Q10319507,G,0.0129,0.0143
F15Q10319545,B,0.0012,0.0016
F15Q10319562,B,0.0012,0.0016
F15Q10319593,D,0.0025,0.0031
F15Q10319633,A,0.0005,0.0008
F15Q10319662,A,0.0005,0.0008
F15Q10319663,C,0.0015,0.002
F15Q10319668,B,0.0012,0.0016
F15Q10319679,A,0.0005,0.0008
F15Q10319692,E,0.006,0.0069
F15Q10319708,B,0.0012,0.0016
F15Q10319788,F,0.0098,0.011
F15Q10319819,C,0.0015,0.002
F15Q10319860,B,0.0012,0.0016
F15Q10319867,E,0.006,0.0069
F15Q10319869,G,0.0129,0.0143
F15Q10319875,G,0.0129,0.0143
F15Q10319891,F,0.0098,0.011
F15Q10319893,C,0.0015,0.002
F15Q10319908,C,0.0015,0.002
F15Q10320027,B,0.0012,0.0016
F15Q10320088,H,0.0236,0.0267
F15Q10320118,D,0.0025,0.0031
F15Q10320149,A,0.0005,0.0008
F15Q10320167,C,0.0015,0.002
F15Q10320172,F,0.0098,0.011
F15Q10320179,B,0.0012,0.0016
F15Q10320198,E,0.006,0.0069
F15Q10320220,A,0.0005,0.0008
F15Q10320227,H,0.0236,0.0267
F15Q10320254,D,0.0025,0.0031
F15Q10320306,A,0.0005,0.0008
F15Q10320325,D,0.0025,0.0031
F15Q10320399,C,0.0015,0.002
F15Q10320410,D,0.0025,0.0031
F15Q10320413,E,0.006,0.0069
F15Q10320419,A,0.0005,0.0008
F15Q10320437,B,0.0012,0.0016
F15Q10320490,B,0.0012,0.0016
F15Q10320550,C,0.0015,0.002
F15Q10320560,C,0.0015,0.002
F15Q10320624,H,0.0236,0.0267
F15Q10320706,C,0.0015,0.002
F15Q10320743,B,0.0012,0.0016
F15Q10320754,A,0.0005,0.0008
F15Q10320762,F,0.0098,0.011
F15Q10320815,E,0.006,0.0069
F15Q10320871,A,0.0005,0.0008
F15Q10320879,G,0.0129,0.0143
F15Q10320903,E,0.006,0.0069
F15Q10320944,C,0.0015,0.002
F15Q10320982,E,0.006,0.0069
F15Q10320988,E,0.006,0.0069
F15Q10320992,A,0.0005,0.0008
F15Q10321105,B,0.0012,0.0016
F15Q10321112,F,0.0098,0.011
F15Q10321117,C,0.0015,0.002
F15Q10321126,A,0.0005,0.0008
F15Q10321186,A,0.0005,0.0008
F15Q10321210,D,0.0025,0.0031
F15Q10321292,G,0.0129,0.0143
F15Q10321299,C,0.0015,0.002
F15Q10321301,B,0.0012,0.0016
F15Q10321304,C,0.0015,0.002
F15Q10321308,B,0.0012,0.0016
F15Q10321328,C,0.0015,0.002
F15Q10321415,A,0.0005,0.0008
F15Q10321423,C,0.0015,0.002
F15Q10321548,F,0.0098,0.011
F15Q10321587,A,0.0005,0.0008
F15Q10321589,F,0.0098,0.011
F15Q10321630,B,0.0012,0.0016
F15Q10321676,H,0.0236,0.0267
F15Q10321683,B,0.0012,0.0016
F15Q10321697,F,0.0098,0.011
F15Q10321698,C,0.0015,0.002
F15Q10321716,G,0.0129,0.0143
F15Q10321836,A,0.0005,0.0008
F15Q10321841,B,0.0012,0.0016
F15Q10321875,G,0.0129,0.0143
F15Q10321880,G,0.0129,0.0143
F15Q10321914,B,0.0012,0.0016
F15Q10321924,D,0.0025,0.0031
F15Q10321980,C,0.0015,0.002
F15Q10321984,A,0.0005,0.0008
F15Q10322168,E,0.006,0.0069
F15Q10322172,B,0.0012,0.0016
F15Q10322191,F,0.0098,0.011
F15Q10322247,E,0.006,0.0069
F15Q10322317,B,0.0012,0.0016
F15Q10322331,G,0.0129,0.0143
F15Q10322353,H,0.0236,0.0267
F15Q10322377,B,0.0012,0.0016
F15Q10322386,E,0.006,0.0069
F15Q10322402,D,0.0025,0.0031
F15Q10322432,B,0.0012,0.0016
F15Q10322511,D,0.0025,0.0031
F15Q10322550,C,0.0015,0.002
F15Q10322569,F,0.0098,0.011
F15Q10322572,H,0.0236,0.0267
F15Q10322596,F,0.0098,0.011
F15Q10322605,H,0.0236,0.0267
F15Q10322609,F,0.0098,0.011
F15Q10322610,B,0.0012,0.0016
F15Q10322629,D,0.0025,0.0031
F15Q10322664,E,0.006,0.0069
F15Q10322683,C,0.0015,0.002
F15Q10322707,C,0.0015,0.002
F15Q10322737,B,0.0012,0.0016
F15Q10322819,D,0.0025,0.0031
F15Q10322821,E,0.006,0.0069
F15Q10322837,G,0.0129,0.0143
F15Q10322899,A,0.0005,0.0008
F15Q10322961,B,0.0012,0.0016
F15Q10322963,E,0.006,0.0069
F15Q10322973,G,0.0129,0.0143
F15Q10323025,A,0.0005,0.0008
F15Q10323040,E,0.006,0.0069
F15Q10323074,F,0.0098,0.011
F15Q10323096,B,0.0012,0.0016
F15Q10323118,A,0.0005,0.0008
F15Q10323134,F,0.0098,0.011
F15Q10323141,A,0.0005,0.0008
F15Q10323153,B,0.0012,0.0016
F15Q10323162,F,0.0098,0.011
F15Q10323225,E,0.006,0.0069
F15Q10323226,A,0.0005,0.0008
F15Q10323243,C,0.0015,0.002
F15Q10323247,B,0.0012,0.0016
F15Q10323263,A,0.0005,0.0008
F15Q10323344,F,0.0098,0.011
F15Q10323356,E,0.006,0.0069
F15Q10323384,B,0.0012,0.0016
F15Q10323399,E,0.006,0.0069
F15Q10323426,D,0.0025,0.0031
F15Q10323430,A,0.0005,0.0008
F15Q10323439,B,0.0012,0.0016
F15Q10323457,D,0.0025,0.0031
F15Q10323473,E,0.006,0.0069
F15Q10323517,C,0.0015,0.002
F15Q10323536,C,0.0015,0.002
F15Q10323549,A,0.0005,0.0008
F15Q10323557,B,0.0012,0.0016
F15Q10323566,A,0.0005,0.0008
F15Q10323570,E,0.006,0.0069
F15Q10323655,B,0.0012,0.0016
F15Q10323662,D,0.0025,0.0031
F15Q10323690,A,0.0005,0.0008
F15Q10323707,A,0.0005,0.0008
F15Q10323726,D,0.0025,0.0031
F15Q10323730,D,0.0025,0.0031
F15Q10323771,E,0.006,0.0069
F15Q10323799,D,0.0025,0.0031
F15Q10323851,D,0.0025,0.0031
F15Q10323883,D,0.0025,0.0031
F15Q10323937,D,0.0025,0.0031
F15Q10323960,E,0.006,0.0069
F15Q10323963,A,0.0005,0.0008
F15Q10324013,C,0.0015,0.002
F15Q10324026,A,0.0005,0.0008
F15Q10324050,E,0.006,0.0069
F15Q10324052,D,0.0025,0.0031
F15Q10324059,F,0.0098,0.011
F15Q10324183,A,0.0005,0.0008
F15Q10324221,F,0.0098,0.011
F15Q10324227,E,0.006,0.0069
F15Q10324234,E,0.006,0.0069
F15Q10324291,B,0.0012,0.0016
F15Q10324308,A,0.0005,0.0008
F15Q10324339,A,0.0005,0.0008
F15Q10324394,A,0.0005,0.0008
F15Q10324400,A,0.0005,0.0008
F15Q10324417,E,0.006,0.0069
F15Q10324422,A,0.0005,0.0008
F15Q10324426,B,0.0012,0.0016
F15Q10324431,A,0.0005,0.0008
F15Q10324433,C,0.0015,0.002
F15Q10324440,A,0.0005,0.0008
F15Q10324502,A,0.0005,0.0008
F15Q10324531,C,0.0015,0.002
F15Q10324541,D,0.0025,0.0031
F15Q10324622,G,0.0129,0.0143
F15Q10324710,D,0.0025,0.0031
F15Q10324716,G,0.0129,0.0143
F15Q10324789,D,0.0025,0.0031
F15Q10324806,G,0.0129,0.0143
F15Q10324869,D,0.0025,0.0031
F15Q10324876,F,0.0098,0.011
F15Q10324933,A,0.0005,0.0008
F15Q10324961,H,0.0236,0.0267
F15Q10325039,A,0.0005,0.0008
F15Q10325043,F,0.0098,0.011
F15Q10325053,E,0.006,0.0069
F15Q10325065,A,0.0005,0.0008
F15Q10325134,E,0.006,0.0069
F15Q10325139,B,0.0012,0.0016
F15Q10325202,H,0.0236,0.0267
F15Q10325224,G,0.0129,0.0143
F15Q10325247,G,0.0129,0.0143
F15Q10325260,H,0.0236,0.0267
F15Q10325292,H,0.0236,0.0267
F15Q10325296,H,0.0236,0.0267
F15Q10325301,G,0.0129,0.0143
F15Q10325319,F,0.0098,0.011
F15Q10325348,F,0.0098,0.011
F15Q10325466,G,0.0129,0.0143
F15Q10325577,H,0.0236,0.0267
F15Q10325633,G,0.0129,0.0143
F15Q10325775,D,0.0025,0.0031
F15Q10325784,B,0.0012,0.0016
F15Q10325840,B,0.0012,0.0016
F15Q10326032,H,0.0236,0.0267
F15Q10326072,G,0.0129,0.0143
F15Q10326093,H,0.0236,0.0267
F15Q10326145,A,0.0005,0.0008
F15Q10326177,A,0.0005,0.0008
F15Q10326178,C,0.0015,0.002
F15Q10326189,A,0.0005,0.0008
F15Q10326283,D,0.0025,0.0031
F15Q10326288,D,0.0025,0.0031
F15Q10326309,A,0.0005,0.0008
F15Q10326314,B,0.0012,0.0016
F15Q10326362,A,0.0005,0.0008
F15Q10326385,C,0.0015,0.002
F15Q10326386,A,0.0005,0.0008
F15Q10326416,B,0.0012,0.0016
F15Q10326431,B,0.0012,0.0016
F15Q10326437,A,0.0005,0.0008
F15Q10326456,C,0.0015,0.002
F15Q10326485,H,0.0236,0.0267
F15Q10326515,E,0.006,0.0069
F15Q10326576,A,0.0005,0.0008
F15Q10326577,A,0.0005,0.0008
F15Q10326619,F,0.0098,0.011
F15Q10326622,F,0.0098,0.011
F15Q10326638,F,0.0098,0.011
F15Q10326644,H,0.0236,0.0267
F15Q10326650,E,0.006,0.0069
F15Q10326695,D,0.0025,0.0031
F15Q10326718,A,0.0005,0.0008
F15Q10326756,B,0.0012,0.0016
